Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
2268,"[963, 435, 849, 90, 230, 34, 914, 79, 920, 170, 370]",12,54,"[19, 22, 20, 21, 23, 2]","[640, 4787, 2664, 4507, 3507, 1112, 3519, 755, 1163, 2650, 182, 4113, 816, 633, 5067, 3992, 4000, 3789, 3664, 2078, 5127, 4511, 3870, 4285, 3382, 3498, 965, 123, 2760, 2556, 5095, 1219, 3640, 3982, 619, 1488, 1197, 3224, 4812]","[640, 1112, 3519, 1163, 182, 816, 2664, 3507, 4507, 5067, 4000, 2078, 3870, 4787, 965, 2556, 1219, 3982, 1488, 4812]"
2269,"[1026, 389]",90,65,"[9, 10, 22, 23, 11, 13, 20, 12, 19, 15, 16, 2, 17]","[3, 1595, 3124, 1026, 2395, 4343, 2800, 915, 2986, 948, 3236, 2025, 873, 1765, 2756, 4699]","[3, 1595, 2395, 2986, 3124, 1026, 915, 873]"
2270,[809],201,74,"[17, 21, 0, 22, 20, 1, 2, 3, 19, 4, 23, 6, 13]","[1663, 2270, 1648, 505, 718, 3763, 1775, 2120, 1668, 919, 495, 3215, 4391, 599, 2197, 332, 3473, 3447, 3489, 1738, 66, 4550, 1670, 4938, 2180, 611, 4942, 2464, 1625, 1388, 441, 4902, 1219]","[1663, 2270, 505, 3473, 1648, 66, 718, 3763, 1775, 2120, 1668, 919, 495, 3215, 4391, 599, 2197]"
2271,[270],125,49,"[8, 4, 7, 5, 10, 6, 9, 2, 21, 18, 20, 16, 15, 19, 17]","[4520, 3291, 115, 3525, 511, 4780, 236, 1364, 5011, 4003, 10, 1982, 4930, 4328, 3209, 844, 2316, 767, 2488, 4990, 2367, 2186, 3969]","[3291, 115, 4520, 4780, 511, 3525, 236, 10, 5011, 4003, 844, 2316, 2488, 1982, 3969]"
2272,[459],70,32,"[11, 13, 12, 10, 14, 8]","[2272, 3366, 38, 1900, 4282, 95, 747, 493, 3703, 5067, 2249, 1480]","[2272, 3366, 1900, 38, 4282, 5067, 2249]"
2273,"[832, 44, 1051, 231, 475]",187,7,"[20, 19, 7, 8, 16, 9, 22]","[1628, 373, 4333, 695, 2656, 1634, 2273, 117, 3771, 4374, 2222, 3966]","[373, 695, 4333, 2656, 1634, 4374, 2273, 3966, 117]"
2274,"[150, 957, 315, 486]",90,65,"[19, 11, 14, 13, 17, 12, 8, 18, 20, 10]","[2274, 287, 3624, 1604, 3458, 4510, 4814, 4242, 4438, 1517, 1166, 106, 2239, 1428, 1632]","[2274, 3624, 287, 4510, 1604, 1517, 1166, 2239, 1632]"
2275,"[151, 735, 37, 698, 240, 524, 1061, 986]",115,67,"[20, 19, 10, 23, 22, 15, 18, 11, 16, 0]","[1197, 2790, 3116, 3344, 4651, 339, 4423, 2298, 2526, 635, 2758, 3461, 1730, 3825, 3222, 2684, 4819, 401, 2173, 3591, 844, 2636, 1332, 2408]","[1197, 3116, 4423, 4651, 3461, 3825, 2684, 401, 3591, 2636, 2408]"
2276,"[503, 925, 902, 1003, 862, 240, 249]",116,38,"[18, 19, 20, 16, 21, 2, 1, 3, 12, 15, 13, 17, 14]","[3618, 3316, 2922, 4078, 163, 3967, 1371, 3232, 1805, 1217, 1485, 3586, 2636, 1651, 3230, 4613, 2207, 632, 3589, 4529]","[3618, 3316, 163, 4078, 1371, 3232, 1217, 3586, 1651, 3230, 2922, 2207, 4529]"
2277,[739],141,40,"[17, 18, 16, 19]","[4993, 1966, 1153, 1170, 3986, 1852, 1997, 995]","[1170, 3986, 1852, 1997, 1966, 4993]"
2278,"[177, 264, 300, 54, 550, 721, 366]",117,54,"[20, 19, 9, 17, 18, 10]","[2808, 3619, 148, 863, 12, 1133, 2278, 3436, 4796, 638, 171, 684, 4434, 3479, 4489, 1496, 5127, 2546, 3845, 1960, 5028, 4532, 5054, 1097, 954, 2989, 1132, 748, 441, 1256, 1480, 4942, 263, 591]","[2808, 863, 148, 12, 3619, 638, 1133, 2278, 684, 4434, 1496, 3845, 5028, 1097, 3436, 954, 2989, 1132, 748, 441, 4796, 4942, 591]"
2279,"[1070, 399]",70,54,"[8, 7, 19, 13, 9, 10]","[2279, 3507, 4962, 4042, 3382, 3633, 1910, 3874, 2484, 2936, 836, 1216, 1621, 1312, 3375, 4, 1395, 951, 4731, 479, 4128]","[2279, 3507, 4962, 3382, 2484, 1216, 3633, 4042, 1910, 3874, 1312, 3375, 1395, 2936, 4128]"
2280,"[791, 579, 849, 725, 995, 238, 1043, 451, 552, 17, 112, 1080, 160, 1045, 545, 706, 497, 83, 495, 692, 596, 206, 805]",191,67,"[14, 19, 11, 9, 12, 16, 7, 17, 20, 15, 1, 6, 10, 3, 5]","[2952, 3812, 12, 782, 1341, 3572, 440, 4980, 316, 2642, 1891, 2237, 4820, 3735, 2897, 3267, 1943, 1463, 419, 495, 2166, 1572, 385, 228, 4609, 4735, 1520, 1668, 532, 5009, 672, 2526, 1801, 5020, 4088, 2382, 1128, 4922, 2409, 1179, 2795, 1843, 1347, 5030, 2357, 3982, 252, 2937, 3640, 2115, 5002, 633, 2283, 2467, 3367, 2834, 486]","[2952, 782, 3572, 440, 316, 2237, 3735, 3267, 1463, 495, 1572, 385, 4609, 1520, 532, 5009, 2526, 5020, 2382, 4922, 1179, 1843, 1347, 2357, 252, 3640, 5002, 2283, 3367, 486]"
2281,[798],104,67,[8],"[3474, 3602, 4503, 40, 339, 4709, 1939, 3917, 2929]","[3602, 4503, 40, 2929, 339]"
2282,[576],70,67,"[12, 20, 13, 14, 10, 1, 11, 7, 3, 17]","[2282, 1129, 2081, 4683, 4245, 1919, 3675, 552, 5133, 2552]","[2282, 1129, 2081, 4683, 552, 4245, 2552]"
2283,"[210, 309, 1013, 1043, 552, 560, 849, 1045, 627, 799, 225, 819, 89, 953, 593, 283]",191,76,"[14, 15, 16, 2, 17, 19, 12, 18, 20, 23]","[2503, 2467, 718, 2578, 3325, 1446, 4669, 74, 3535, 4060, 2642, 667, 2087, 5028, 1503, 3070, 4358, 3464, 1629, 1357, 4142, 203, 3640, 1219, 676, 4241, 531, 1460, 2280, 2526]","[2503, 3325, 4669, 3535, 667, 5028, 3070, 3464, 1357, 203, 1219, 4241, 1460, 2526, 2467]"
2284,"[1080, 1034, 828, 903, 167, 206, 650, 379, 58, 605, 89, 495, 790, 871, 301, 559, 141, 708, 721]",59,54,"[21, 0, 15, 20, 23, 16, 17, 22, 19]","[91, 2889, 3208, 3066, 2648, 398, 3363, 1512, 3704, 4820, 2571, 3836, 2504, 739, 1423, 836, 3360, 4253, 1857, 4611, 4178, 4238, 2497, 3612, 3640, 1572, 2622, 48, 1427, 1018, 1260, 2888, 2635, 279, 1549]","[3066, 398, 1512, 2889, 91, 3208, 2571, 2504, 1423, 3360, 1857, 4178, 2497, 3640, 2622, 1427, 1260, 2635, 1549]"
2285,"[693, 793, 234, 705, 899, 1020, 247, 701, 184, 690, 88, 785, 384, 400]",12,67,"[16, 18, 1, 19, 21, 22, 8, 20]","[4224, 3799, 3812, 64, 4164, 3621, 2246, 2092, 777, 2890, 1385, 5100, 4463, 4771, 430, 2575, 5105, 1655, 2538, 456, 407, 3194, 3598, 1775, 5052]","[3799, 3621, 777, 3812, 5100, 64, 4771, 430, 5105, 2538, 407, 3194, 1775, 5052]"
2286,"[994, 827, 351, 787, 315, 304, 1013, 551, 779, 761, 961, 240, 522, 968, 938, 542]",142,24,"[17, 19, 1, 11, 12, 13, 16, 15, 10, 8, 21, 14]","[2479, 2239, 67, 2162, 1596, 1011, 3467, 1728, 2253, 1786, 933, 1166, 714, 2335, 908, 5009, 4408, 5071, 2558, 4155, 3734, 3202, 2510, 995, 156, 351, 2396, 3356, 4064, 4393, 1893, 1680, 229, 3116, 3461]","[1596, 1011, 1728, 1786, 1166, 2335, 908, 4408, 2239, 67, 3734, 2510, 156, 2396, 4064, 1893, 229, 3116, 3461]"
2287,"[236, 357, 294, 129, 723, 1081, 893, 604, 896, 601, 337, 288, 6, 142, 850]",12,54,"[21, 22, 23, 18, 17, 20, 0, 2, 1]","[3773, 4461, 2287, 1442, 951, 1592, 5130, 1202, 4553, 314, 2574, 4326, 4845, 1197, 2878, 611, 3670, 3116, 3555, 3326, 2264, 5034, 4393, 2786, 629, 2559, 3332, 1536, 2097, 1356, 1948]","[951, 5130, 4553, 2574, 4845, 2878, 3670, 3773, 3555, 2264, 4393, 629, 2287, 4461, 3332, 2097, 1948]"
2288,[673],67,88,"[1, 17, 11, 4, 2, 5, 0, 18, 6, 10]","[2288, 4141, 669, 2223, 1523]","[2288, 4141, 669]"
2289,"[497, 155, 339, 1057, 1038, 540]",45,2,"[17, 11, 12, 13, 14, 10, 7, 9, 8]","[898, 1700, 3466, 44, 3672, 2654, 1408, 1775, 1855, 47, 3171, 470, 5044, 1844, 2385]","[44, 2654, 3466, 1408, 1855, 3171, 1700, 470, 5044, 1844, 2385]"
2290,[804],66,50,"[21, 18, 13, 2, 16, 10, 23, 1, 17, 15, 14, 19, 22, 9, 8, 20, 11]","[2454, 1378, 2941, 1458, 1174, 1287, 4299, 4037, 1781, 2405, 2874, 1827, 1375, 463, 4544, 405, 504, 2290, 1524, 3964, 4710]","[2454, 1378, 1458, 1174, 2874, 1287, 1375, 1827, 463, 4544, 1781, 2405, 3964, 4710, 2290, 2941, 4299, 504]"
2291,[763],89,24,"[9, 10, 17, 14, 11]","[4174, 2291, 3243, 3788, 2313, 3313, 4806, 3593, 3876, 251]","[4174, 2291, 3243, 4806, 3593, 3788, 2313, 3876]"
2292,[652],70,67,"[10, 8, 13, 20, 14, 6, 7, 12, 9, 15, 18, 17]","[2292, 3990, 3091, 1460, 3607, 3457, 2535, 4395, 4909, 4610, 718, 1560, 4672, 3367, 4393, 642, 5133, 1398, 3135, 5030, 804, 3470]","[2292, 3990, 3457, 3091, 1460, 4610, 3607, 2535, 4395, 4672, 3367, 4909, 642, 5133, 718, 1398, 3135, 804]"
2293,"[680, 416]",194,54,"[15, 13, 18, 19, 17, 16, 12, 8, 11]","[4549, 263, 1097, 2791, 1932, 4070, 2374, 1688, 822, 1565, 3447, 5054]","[4549, 1097, 4070, 2791, 2374, 1688, 263, 1565, 3447, 1932, 5054]"
2294,"[270, 928, 994, 1023, 578, 688, 267]",53,74,"[14, 11, 9, 15, 13, 12, 19, 8, 17, 18, 21]","[1783, 2751, 2958, 35, 2615, 1158, 3758, 33, 603, 3852, 2396, 2141, 4849, 236, 2316, 3385, 3227, 160, 3798, 5044, 1437, 155, 3484, 3934, 618, 2488, 3390, 441, 718]","[35, 3758, 2958, 603, 4849, 1158, 2751, 2316, 3227, 33, 160, 5044, 155, 3934, 3852, 618, 3390, 718, 2396]"
2295,[913],67,69,"[12, 8, 3, 23, 0, 10, 15, 1, 14, 5, 11, 16, 9, 7, 20, 22, 2, 4, 21]","[3046, 2295, 2550, 3438, 400, 694, 3912, 1369, 4948, 2739, 2718, 2207, 3297, 3789, 661, 1611, 4754, 3448, 2363, 3437, 5104, 4759, 1805, 3128, 2866, 290, 3394, 3983, 4368, 1535, 79, 1764]","[3046, 2295, 2550, 400, 694, 2207, 3789, 1369, 3912, 3448, 3297, 2363, 3438, 5104, 1805, 3128, 290, 661, 4948, 1535, 1611, 1764]"
2296,"[475, 202, 973, 154, 738, 569, 507, 357, 976, 261, 655, 1052, 353, 485]",174,67,"[19, 11, 20, 13, 16, 17, 15, 18, 21, 14]","[1050, 4758, 619, 4395, 3773, 3367, 4215, 1460, 4796, 1601, 4972, 4554, 2656, 4612, 4812, 1871, 3820, 4797, 4005, 2337, 3128, 547, 4317, 3607, 203, 3247, 1128, 2889, 536]","[1050, 619, 4796, 4395, 4554, 4612, 3773, 1871, 4797, 2337, 3128, 547, 3607, 3247, 1128, 536]"
2297,"[239, 486, 6, 593]",130,54,"[6, 7, 17, 8, 10, 19, 2, 16]","[1479, 2297, 2503, 590, 5054, 3023, 4803, 1071, 2419, 4942, 5104, 1198, 3562, 2397, 3519, 4901, 3824, 3789, 323, 1552, 1460]","[1479, 2297, 2503, 3023, 4803, 590, 1198, 3519, 4901, 3824, 323, 1460]"
2298,"[735, 151, 574, 676, 984, 63, 919, 1017, 562, 1057]",115,19,"[10, 16, 23, 20, 17, 0, 7, 8, 18, 19, 21, 11, 9, 4, 22]","[3052, 4770, 4365, 1503, 213, 4112, 2330, 60, 660, 4410, 2608, 1017, 418, 3208, 3771, 2963, 2298, 363, 2275, 3083, 4466, 3908, 1959, 2356, 539, 111, 946, 4730, 552, 4356, 5071, 925, 2795, 447, 3339, 3644, 3978, 3170, 3227, 3168, 1882, 1878, 2964, 666, 339, 866, 5040, 918]","[3052, 4770, 213, 60, 4112, 4365, 4410, 2330, 660, 3208, 1017, 2963, 363, 2275, 3908, 1959, 2608, 552, 5071, 2795, 3339, 3644, 3170, 3168, 1503, 1878, 418, 2298, 3771, 866, 918]"
2299,"[353, 963, 783, 554, 200, 1052, 136, 1034, 748, 1030]",202,54,"[19, 20, 22, 21, 16, 18, 23]","[4440, 2299, 4405, 4393, 1950, 2141, 3519, 4148, 2970, 1775, 136, 1923, 4151, 3224, 611, 209, 4167, 3704, 1219, 4009, 861, 1822, 1136, 3335]","[4393, 4440, 2299, 2141, 4405, 4148, 2970, 136, 4151, 3224, 209, 3704, 1219, 1822, 3335]"
2300,"[196, 888, 406, 191, 25]",70,67,"[9, 10, 13, 15, 14, 8, 16, 17, 12, 18]","[2300, 3295, 3387, 1963, 3519, 2439, 804, 1428, 2409, 3235, 4597, 2795, 2251, 1649, 1146, 3470, 1880, 3812, 4811, 4590, 1629, 25, 718, 2875, 124, 4323, 353, 2905, 4385, 1217, 781, 3811, 4560]","[2300, 3295, 3387, 3519, 4597, 2251, 1649, 3470, 2439, 804, 1428, 4811, 2409, 1629, 25, 1963, 4323, 353, 4385, 1217, 4560]"
2301,[405],67,58,"[9, 11, 22, 6, 21, 23, 7, 19, 17, 13, 8, 2, 20, 12, 5, 3, 10, 14, 16, 1, 18, 15]","[2301, 3755, 4945, 3900, 3331, 790, 1499, 4851, 3973, 4479, 206, 3607, 557, 3184, 3806, 2795, 3910, 3794, 3526, 4950, 5080, 666, 363]","[2301, 4945, 3900, 3755, 790, 1499, 4851, 3331, 3607, 206, 2795, 3910, 3973, 3806, 4950]"
2302,"[244, 1059, 713, 320, 594, 100, 401, 1029, 546, 523, 152, 970, 647, 280, 257, 874, 305, 75, 424, 661, 119, 33, 501, 415]",152,85,"[16, 21, 14, 18, 20, 11, 15, 9, 19, 13, 17, 10, 22, 12]","[1359, 1776, 485, 4873, 3550, 2461, 1186, 4157, 2925, 388, 2529, 3665, 721, 4218, 1788, 926, 144, 3681, 3939, 3884, 3038, 3649, 2646, 3676, 4858, 3195, 3534, 1702, 2910, 4918, 1800, 3881, 1815, 2917, 600, 2448, 215, 1048, 1620, 3412, 3164, 3710, 4566, 4894, 850, 336, 2427, 4626, 3461, 1516, 4180, 4492, 4700, 3738, 4052, 2109, 1076, 2985, 1434, 1880, 2425, 1915, 2852, 761, 814]","[1776, 1359, 485, 4157, 4873, 926, 2461, 3550, 3884, 3649, 3665, 3676, 4858, 3534, 2910, 1800, 1815, 2917, 2448, 1048, 1788, 1620, 3412, 4566, 850, 2427, 2925, 1516, 4492, 3738, 3681, 388, 4052, 2109, 1076, 1434, 3939, 1915, 1186, 3038]"
2303,[401],100,66,"[4, 9, 8, 3, 23, 0, 5]","[2303, 850, 4894, 4111, 385, 1880, 542, 1442]","[2303, 4894, 4111, 850, 385, 1880]"
2304,[377],70,67,"[9, 8, 5, 13, 22, 10, 15]","[4033, 5131, 4079, 847, 3273, 857, 2832, 2952, 1073, 1133, 3770]","[4033, 847, 5131, 2832, 2952, 1133, 4079]"
2305,"[855, 140, 827, 115, 75, 265]",152,3,"[13, 20, 17, 21, 19, 10, 18, 9, 11]","[4248, 3452, 143, 3190, 2107, 3676, 878, 2626, 776, 4644, 4362, 3841, 686, 4067, 4926, 601, 3955]","[4248, 2626, 143, 776, 3190, 4644, 4362, 686, 4926, 3955, 2107]"
2306,"[322, 548]",115,50,"[21, 14, 7, 19, 9, 20, 18, 17, 11, 10]","[607, 236, 3241, 2306, 681, 10, 470, 4393, 4000, 1197]","[236, 607, 3241, 470, 4393, 2306, 4000, 681]"
2307,[513],70,54,"[10, 9, 11, 15, 12, 13, 8]","[2307, 2845, 3012, 4552, 575, 3066, 1446, 1519, 3812, 4184, 5028, 1310, 3759, 2759, 3838, 3171, 1114, 2951, 4642, 505, 1902, 2573, 663, 3130]","[2307, 3012, 2845, 3066, 4552, 1519, 3759, 575, 3838, 4184, 5028, 1310, 1446, 1114, 2951, 505, 3812, 1902, 663]"
2308,"[530, 893]",129,54,"[14, 13, 18, 9]","[3651, 4956, 538, 5016, 2810, 52, 3809, 2859, 4543, 1294, 4777, 3332]","[4956, 2810, 3651, 538, 52, 4543, 1294, 3332]"
2309,[166],67,69,"[0, 17, 18, 22, 15, 19, 9, 10, 12, 1, 13, 8, 21, 14, 16, 11, 20, 23, 6]","[2309, 2988, 2143, 2027, 3848, 3727, 4865, 4850, 1805, 1200, 2239, 441, 557, 1517, 5115, 645, 229, 1334, 4639, 3827, 4922, 420, 3586, 5030, 12, 3945, 2854, 2434, 1369, 5071, 3367]","[2309, 2988, 3848, 2027, 3727, 2143, 4865, 1805, 1200, 2239, 4850, 441, 4639, 420, 5030, 5115, 1517, 12, 645, 1369]"
2310,[803],83,18,"[7, 22, 6, 16, 3, 5, 15, 23, 18, 8, 1, 4, 0]","[2310, 2902, 3604, 3933, 4792, 4759, 1065, 4188, 4900, 4591, 380, 4408]","[2310, 2902, 3604, 3933, 4759, 4188, 4900, 380]"
2311,"[484, 833, 363, 618, 716, 796, 1010, 264]",44,54,"[2, 0, 15, 22, 20, 1, 19, 23, 18, 21]","[2087, 2311, 2965, 4534, 3273, 460, 3642, 202, 1584, 2888, 1219, 3417, 1441, 5091, 4973, 774, 4982, 1133, 3308, 3116, 4784, 606, 3812]","[2087, 2311, 1584, 4534, 1219, 1441, 3273, 4973, 4982, 1133, 2965, 460, 3116, 4784, 3812]"
2312,[356],70,67,"[8, 10, 9, 11, 7, 12]","[3353, 2312, 2409, 385, 4021, 3211, 2836, 221, 4590, 726, 28, 1668, 1728, 3889, 1580, 1089, 1195, 633, 2141, 4463]","[3353, 2312, 2409, 385, 4021, 2836, 221, 4590, 726, 28, 3211, 1089, 1195, 4463]"
2313,"[870, 211, 374, 763, 550, 503]",14,74,"[18, 20, 11, 17, 21, 19, 15, 14, 12]","[1370, 4290, 3480, 3316, 2291, 1415, 3097, 2860, 3862, 3679, 2098, 1789, 1517, 4942, 5071, 617, 1417]","[1370, 4290, 2860, 3679, 3480, 3316, 1789, 4942, 2291, 1417, 1415]"
2314,"[254, 372, 66, 650]",104,54,"[14, 11, 13, 12]","[516, 1030, 1436, 2314, 1097, 911, 1973, 672, 259, 1087, 91, 3722]","[1436, 1030, 1097, 2314, 672, 1087, 91, 516, 3722]"
2315,"[1049, 995, 990, 795]",61,88,"[10, 17, 13, 6, 14, 7, 15, 16, 8, 9, 12, 19]","[2315, 3604, 688, 3389, 1093, 2045, 4534, 1254, 1906, 2777, 3749, 2878, 3812, 865, 3519, 1105, 3900, 2173, 2555, 1368, 2750, 1614, 1188, 1980]","[2315, 3604, 688, 1906, 3749, 3812, 3519, 2555, 1368, 3389, 1188, 1093]"
2316,[270],142,74,"[10, 6, 9, 17, 8, 15]","[3209, 236, 2488, 2751, 2271, 3758, 5011, 2294]","[3209, 2751, 2488, 236]"
2317,"[787, 635, 108, 30, 1071, 181, 377, 50, 201, 399, 494, 463, 20, 236, 885]",149,67,"[16, 13, 17, 14, 15, 20, 18]","[2765, 1334, 2317, 3777, 512, 1775, 4426, 1699, 4365, 123, 385, 363, 4942, 1480, 4079, 503, 58, 1730, 1128, 4613, 1000, 4532, 1118, 2742, 5112, 1660, 2838, 896]","[4426, 4365, 2765, 1334, 2317, 363, 1480, 503, 1730, 4613, 4532, 1118, 3777, 5112, 896]"
2318,"[681, 469, 995, 512]",48,67,"[18, 15, 12, 13, 11, 10]","[1439, 2872, 1548, 3279, 1659, 4600, 2079, 2846, 4304, 2831, 2144, 1348, 4973, 2081, 120]","[1439, 2872, 3279, 2079, 4304, 1548, 2831, 1659, 4973, 120]"
2319,[804],43,50,"[14, 5, 1, 18, 7, 23, 10, 17, 19, 2, 21, 0, 8, 22]","[2319, 463, 1174, 4044, 760, 2454, 1458, 3964, 331, 4299, 1378, 2941, 4037, 1827, 2405, 4544, 3686, 1229, 1375, 504, 1524]","[1174, 2319, 4037, 1827, 4044, 2405, 3964, 1458, 4544, 4299, 1229, 760, 1375, 2454, 331, 2941]"
2320,"[933, 729, 972, 865, 531, 612, 517, 437, 450, 269, 209, 889, 532, 43, 137]",12,24,"[1, 20, 0, 23, 18, 22, 21, 2, 19]","[330, 2320, 496, 1935, 1943, 2396, 865, 2712, 3012, 123, 3382, 919, 3618, 290, 4266, 2109, 4093, 1449, 4274, 1859, 784, 2842, 984, 3242, 5110, 2376, 3578, 3285, 1572, 228, 3107, 479, 2020, 1668, 2615, 5084, 4706]","[865, 123, 919, 2320, 290, 496, 2109, 1449, 1859, 2842, 3242, 2376, 1935, 1572, 228, 479, 1943, 1668, 5084, 330, 4706]"
2321,"[1000, 254, 214, 601]",12,31,"[0, 1, 19, 23, 2, 20]","[2819, 2321, 1875, 2079, 1518, 2794, 2242, 4607, 4528, 1923, 4173, 2033, 3875, 2264, 2223, 431, 5125, 3519, 2158, 407]","[2321, 2794, 4607, 4528, 2819, 2079, 1923, 1518, 2242, 1875, 2033, 2264, 431, 2158]"
2322,"[130, 325, 604, 943, 939, 957, 768, 979, 183]",186,67,"[13, 18, 15, 21, 12, 16]","[5096, 1916, 2809, 3756, 1886, 337, 2762, 5103, 1197, 4448, 1090, 4025, 547, 4966, 2995, 347, 4280, 2371, 2249, 2233, 3060]","[5096, 2809, 3756, 2762, 1916, 1090, 547, 2995, 4280, 2249]"
2323,"[493, 657, 891, 1075, 836, 649, 359]",61,54,"[15, 18, 8, 9, 11, 16, 12]","[486, 3519, 1902, 2323, 109, 3055, 2511, 4117, 3972, 2130, 4148, 2342, 2626, 66, 1505, 3552, 176, 2825, 927, 2325, 836, 633, 1503, 2754, 2701, 4371, 2058, 536, 577, 4773, 273, 4193, 3060, 3764, 2936, 1007, 2513]","[486, 3519, 3055, 4117, 2130, 2342, 66, 3552, 2825, 2325, 1503, 2701, 536, 1902, 273, 2323, 3060, 2936, 2513]"
2324,[566],49,62,"[8, 10, 11, 14, 9, 13, 16, 12, 15]","[2324, 3906, 2502, 4916, 4330, 3884, 775, 4383, 3122]","[2324, 3906, 2502, 3884, 4916, 775, 3122]"
2325,"[519, 639, 857, 871, 650, 184, 549, 836, 700, 838, 292]",208,54,"[19, 16, 12, 20, 18]","[516, 4728, 3851, 685, 2371, 5126, 2760, 37, 676, 3507, 1605, 1482, 371, 4942, 1926, 5112, 1087, 381, 422, 2323, 752, 505, 171, 4772, 634, 1018, 48]","[516, 4728, 3851, 2371, 2760, 676, 1605, 422, 752, 171, 634, 48]"
2326,"[61, 223, 573, 158, 1050, 638, 153, 674, 1073, 99, 895, 843, 911, 835, 93]",61,65,"[0, 3, 1, 14, 15, 16, 12, 20, 2, 17, 21, 18, 22, 23]","[1862, 2326, 23, 1253, 1207, 364, 4512, 1245, 5116, 1466, 5114, 4568, 2617, 3002, 1679, 194, 3327, 1118, 5080, 1981, 1653, 2146, 1809, 3411, 5057, 4171, 4402, 2807, 3772, 1745, 541, 1880, 3195, 4751, 1930, 399, 3136, 3846, 1278, 5021, 3939, 2959, 1197, 1372, 1926, 896]","[2326, 1862, 1245, 5116, 5114, 4568, 2617, 1679, 194, 1207, 1118, 1253, 1981, 1653, 364, 4512, 3411, 4171, 3772, 541, 3195, 1930, 3136, 1278, 3939, 1372, 896]"
2327,[47],70,67,"[10, 15, 9, 13, 8, 16, 14, 11, 12, 17, 18]","[3519, 2327, 1733, 1161, 3986, 1197, 3977, 2186, 4500, 830, 4298, 4182, 3859, 4753, 123, 3479, 1756, 3884, 3536, 542, 1928, 4004, 3729, 1596, 2584, 1963]","[3519, 2327, 1733, 1197, 3977, 2186, 4298, 4753, 4500, 123, 830, 3479, 1756, 3884, 3536, 3986, 542, 1928, 4004, 3729, 1596, 4182, 3859, 1963]"
2328,"[209, 408, 634, 611, 513, 1, 291, 545, 76, 268, 585, 586]",7,54,"[19, 20, 18, 1, 14, 12, 13, 21]","[1761, 3012, 2494, 4184, 2023, 3198, 505, 4059, 3597, 3261, 1668, 179, 603, 4877, 4642, 1947, 1497, 702, 3120, 2989, 310, 274, 4393]","[3012, 2023, 505, 1761, 3597, 1668, 603, 1497, 2494, 3120, 310, 4393]"
2329,[929],67,76,"[18, 10, 20, 3, 16, 17, 2, 23]","[2329, 2158, 3910, 4701, 2045]","[2329, 2158, 3910, 4701, 2045]"
2330,"[954, 984, 678, 306, 574, 331]",82,45,"[23, 8, 9, 11, 7, 20, 4, 18, 10, 17]","[2298, 3208, 4570, 3052, 1503, 1492, 2963, 660, 4770, 4410, 4072, 1752, 1120, 616, 213, 4112, 4294, 1869, 731, 177, 418, 4365]","[3208, 1492, 4570, 2298, 660, 1120, 616, 4112, 1869, 177, 2963, 418, 4410, 4365]"
2331,[735],3,58,"[2, 0, 3, 1, 4, 5]","[3591, 222, 1444, 308, 2255, 3339, 3406, 3644, 17, 3421, 3822, 2488, 1269, 1506, 958, 1503, 3443, 339]","[222, 308, 3339, 3406, 3644, 17, 2488, 1269, 1506, 958, 1503, 3443, 3591, 3421, 339]"
2332,"[28, 887, 256]",57,32,"[16, 20, 21, 22, 0, 11, 14, 10, 7, 17]","[3189, 2590, 231, 4899, 727, 2076, 3237, 194, 4159, 603, 2653, 1710, 2409]","[3189, 231, 2590, 3237, 4159, 727, 4899, 603, 2653, 2409, 2076]"
2333,"[19, 126, 381, 182, 1076, 585]",12,54,"[23, 2, 1, 22, 0, 3]","[76, 2333, 4556, 3303, 1549, 4054, 1606, 951, 1629, 1197, 3395, 5007, 1441, 228, 2494, 1183, 3553, 1405]","[76, 1549, 1606, 1629, 2333, 3395, 4556, 1441, 1183, 1405]"
2334,"[900, 640]",129,54,"[7, 9, 1, 15, 18]","[51, 4000, 2334, 4806, 2367, 4531, 3812, 2859, 3116, 2876, 1124, 120, 2239, 274, 1680, 5071]","[4000, 51, 3812, 2859, 2334, 4806, 2239, 274, 2367, 5071]"
2335,"[351, 1029, 455, 117, 123, 1036, 188, 514, 857, 515, 1071, 60]",2,54,"[3, 22, 18, 12, 13, 15, 20, 21, 23]","[3185, 2603, 1591, 3356, 4122, 3735, 4140, 725, 2463, 1195, 4325, 1820, 2286, 1521, 2220, 267, 4436, 2503, 1962, 2186, 211, 3805, 2425, 4157, 896, 3957, 1133, 1428]","[3185, 4122, 2603, 3735, 725, 1195, 1820, 1521, 267, 2503, 2186, 3805, 2425, 4157, 3957, 1428]"
2336,[55],117,24,"[19, 17, 18]","[397, 5008, 3804, 2525, 4393, 1200, 544, 1446, 2098, 1201, 1722]","[397, 3804, 5008, 4393, 1200, 2525, 1446, 1201]"
2337,"[632, 520, 405, 507, 275, 574]",115,67,"[11, 13, 9, 8, 16, 20, 19, 18, 2, 22]","[361, 545, 1643, 4966, 2389, 4483, 4691, 216, 1826, 5002, 3703, 3127, 4851, 2296, 3519, 5135, 417, 298, 2490, 3901, 2508, 2060, 4495, 1475]","[545, 4966, 2389, 4691, 216, 1826, 3703, 3519, 298, 2490, 3901, 2060, 4495, 4483]"
